2026-03-18 16:56:40,031 - mealpy.swarm_based.PSO.OriginalPSO - INFO - OriginalPSO(epoch=150, pop_size=20, c1=1.5, c2=1.5, w=0.7)
2026-03-18 16:56:49,166 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 21, Current best: 0.021776456715564496, Global best: 0.021776456715564496, Runtime: 0.42018 seconds
2026-03-18 16:56:49,565 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 22, Current best: 0.021776456715564496, Global best: 0.021776456715564496, Runtime: 0.39331 seconds
2026-03-18 16:56:49,955 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 23, Current best: 0.021776456715564496, Global best: 0.021776456715564496, Runtime: 0.38868 seconds
2026-03-18 16:56:50,335 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 24, Current best: 0.021776456715564496, Global best: 0.021776456715564496, Runtime: 0.37938 seconds
2026-03-18 16:56:50,726 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 25, Current best: 0.021776456715564496, Global best: 0.021776456715564496, Runtime: 0.39690 seconds
2026-03-18 16:56:51,125 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 26, Current best: 0.021776456715564496, Global best: 0.021776456715564496, Runtime: 0.39227 seconds
2026-03-18 16:56:51,536 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 27, Current best: 0.013848052488348993, Global best: 0.013848052488348993, Runtime: 0.40970 seconds
2026-03-18 16:56:51,966 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 28, Current best: 0.013848052488348993, Global best: 0.013848052488348993, Runtime: 0.42832 seconds
2026-03-18 16:56:52,398 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 29, Current best: 0.013848052488348993, Global best: 0.013848052488348993, Runtime: 0.43550 seconds
2026-03-18 16:56:52,805 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 30, Current best: 0.013848052488348993, Global best: 0.013848052488348993, Runtime: 0.40531 seconds
2026-03-18 16:56:53,235 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 31, Current best: 0.013848052488348993, Global best: 0.013848052488348993, Runtime: 0.42719 seconds
2026-03-18 16:56:53,646 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 32, Current best: 0.013848052488348993, Global best: 0.013848052488348993, Runtime: 0.40830 seconds
2026-03-18 16:56:54,060 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 33, Current best: 0.013848052488348993, Global best: 0.013848052488348993, Runtime: 0.41478 seconds
2026-03-18 16:56:54,470 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 34, Current best: 0.013848052488348993, Global best: 0.013848052488348993, Runtime: 0.40996 seconds
2026-03-18 16:56:54,885 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 35, Current best: 0.013848052488348993, Global best: 0.013848052488348993, Runtime: 0.41232 seconds
2026-03-18 16:56:55,315 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 36, Current best: 0.009146833088489332, Global best: 0.009146833088489332, Runtime: 0.42943 seconds
2026-03-18 16:56:55,774 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 37, Current best: 0.009146833088489332, Global best: 0.009146833088489332, Runtime: 0.45801 seconds
2026-03-18 16:56:56,205 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 38, Current best: 0.009146833088489332, Global best: 0.009146833088489332, Runtime: 0.43059 seconds
2026-03-18 16:56:56,613 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 39, Current best: 0.009146833088489332, Global best: 0.009146833088489332, Runtime: 0.40667 seconds
2026-03-18 16:56:57,040 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 40, Current best: 0.009025041407010062, Global best: 0.009025041407010062, Runtime: 0.42921 seconds
2026-03-18 16:56:57,481 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 41, Current best: 0.009025041407010062, Global best: 0.009025041407010062, Runtime: 0.43859 seconds
2026-03-18 16:56:57,889 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 42, Current best: 0.00875720877653653, Global best: 0.00875720877653653, Runtime: 0.40733 seconds
2026-03-18 16:56:58,328 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 43, Current best: 0.00875720877653653, Global best: 0.00875720877653653, Runtime: 0.43634 seconds
2026-03-18 16:56:58,755 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 44, Current best: 0.00875720877653653, Global best: 0.00875720877653653, Runtime: 0.42599 seconds
2026-03-18 16:56:59,185 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 45, Current best: 0.00875720877653653, Global best: 0.00875720877653653, Runtime: 0.42931 seconds
2026-03-18 16:56:59,641 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 46, Current best: 0.00875720877653653, Global best: 0.00875720877653653, Runtime: 0.45708 seconds
2026-03-18 16:57:00,069 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 47, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.42672 seconds
2026-03-18 16:57:00,478 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 48, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.40641 seconds
2026-03-18 16:57:00,875 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 49, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.39781 seconds
2026-03-18 16:57:01,292 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 50, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.41592 seconds
2026-03-18 16:57:01,725 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 51, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.43421 seconds
2026-03-18 16:57:02,228 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 52, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.50004 seconds
2026-03-18 16:57:02,800 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 53, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.57106 seconds
2026-03-18 16:57:03,250 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 54, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.45223 seconds
2026-03-18 16:57:03,736 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 55, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.48427 seconds
2026-03-18 16:57:04,256 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 56, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.51848 seconds
2026-03-18 16:57:04,849 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 57, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.59229 seconds
2026-03-18 16:57:05,368 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 58, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.51593 seconds
2026-03-18 16:57:05,916 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 59, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.55029 seconds
2026-03-18 16:57:06,399 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 60, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.48121 seconds
2026-03-18 16:57:07,066 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 61, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.66552 seconds
2026-03-18 16:57:07,575 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 62, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.50689 seconds
2026-03-18 16:57:08,101 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 63, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.52473 seconds
2026-03-18 16:57:08,734 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 64, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.63290 seconds
2026-03-18 16:57:09,405 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 65, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.66974 seconds
2026-03-18 16:57:10,239 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 66, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.83309 seconds
2026-03-18 16:57:10,974 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 67, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.73464 seconds
2026-03-18 16:57:11,621 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 68, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.64462 seconds
2026-03-18 16:57:12,183 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 69, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.56224 seconds
2026-03-18 16:57:12,705 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 70, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.52055 seconds
2026-03-18 16:57:13,342 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 71, Current best: 0.006719871832787526, Global best: 0.006719871832787526, Runtime: 0.63551 seconds
2026-03-18 16:57:13,968 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 72, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 0.62638 seconds
2026-03-18 16:57:14,525 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 73, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 0.55555 seconds
2026-03-18 16:57:15,207 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 74, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 0.68118 seconds
2026-03-18 16:57:16,569 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 75, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 1.35929 seconds
2026-03-18 16:57:17,804 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 76, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 1.23498 seconds
2026-03-18 16:57:18,830 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 77, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 1.02424 seconds
2026-03-18 16:57:19,884 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 78, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 1.05374 seconds
2026-03-18 16:57:20,696 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 79, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 0.81148 seconds
2026-03-18 16:57:21,585 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 80, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 0.89454 seconds
2026-03-18 16:57:22,285 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 81, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 0.69479 seconds
2026-03-18 16:57:22,885 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 82, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 0.59799 seconds
2026-03-18 16:57:23,593 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 83, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 0.70481 seconds
2026-03-18 16:57:24,267 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 84, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 0.67550 seconds
2026-03-18 16:57:25,049 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 85, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 0.77922 seconds
2026-03-18 16:57:25,785 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 86, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 0.73381 seconds
2026-03-18 16:57:26,559 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 87, Current best: 0.006709148226747103, Global best: 0.006709148226747103, Runtime: 0.77501 seconds
2026-03-18 16:57:27,234 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 88, Current best: 0.006034969579821268, Global best: 0.006034969579821268, Runtime: 0.67243 seconds
2026-03-18 16:57:28,195 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 89, Current best: 0.0028221790410234114, Global best: 0.0028221790410234114, Runtime: 0.95983 seconds
2026-03-18 16:57:28,925 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 90, Current best: 0.0025395371037753977, Global best: 0.0025395371037753977, Runtime: 0.73281 seconds
2026-03-18 16:57:29,435 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 91, Current best: 0.002109425513997597, Global best: 0.002109425513997597, Runtime: 0.51262 seconds
2026-03-18 16:57:30,084 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 92, Current best: 0.002109425513997597, Global best: 0.002109425513997597, Runtime: 0.64070 seconds
2026-03-18 16:57:30,675 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 93, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.59803 seconds
2026-03-18 16:57:31,456 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 94, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.77915 seconds
2026-03-18 16:57:32,356 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 95, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.89530 seconds
2026-03-18 16:57:33,243 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 96, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.88081 seconds
2026-03-18 16:57:34,044 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 97, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.80115 seconds
2026-03-18 16:57:34,949 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 98, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.90638 seconds
2026-03-18 16:57:35,737 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 99, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.79036 seconds
2026-03-18 16:57:36,587 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 100, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.84529 seconds
2026-03-18 16:57:37,296 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 101, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.70942 seconds
2026-03-18 16:57:37,905 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 102, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.61104 seconds
2026-03-18 16:57:38,375 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 103, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.46461 seconds
2026-03-18 16:57:38,835 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 104, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.45677 seconds
2026-03-18 16:57:39,386 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 105, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.55687 seconds
2026-03-18 16:57:39,965 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 106, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.57064 seconds
2026-03-18 17:02:04,815 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 107, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 264.84953 seconds
2026-03-18 17:02:05,245 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 108, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.42594 seconds
2026-03-18 17:02:05,707 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 109, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.46526 seconds
2026-03-18 17:02:06,235 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 110, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.52393 seconds
2026-03-18 17:02:06,694 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 111, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.45779 seconds
2026-03-18 17:02:07,126 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 112, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.43213 seconds
2026-03-18 17:02:07,636 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 113, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.51419 seconds
2026-03-18 17:02:08,103 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 114, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.46009 seconds
2026-03-18 17:02:08,556 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 115, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.45148 seconds
2026-03-18 17:02:09,019 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 116, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.46540 seconds
2026-03-18 17:02:09,464 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 117, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.43975 seconds
2026-03-18 17:02:09,985 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 118, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.52113 seconds
2026-03-18 17:02:10,415 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 119, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.43309 seconds
2026-03-18 17:02:10,877 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 120, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.45621 seconds
2026-03-18 17:02:11,350 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 121, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.47152 seconds
2026-03-18 17:02:11,865 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 122, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.52161 seconds
2026-03-18 17:02:12,355 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 123, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.48359 seconds
2026-03-18 17:02:12,912 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 124, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.55467 seconds
2026-03-18 17:02:13,462 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 125, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.54849 seconds
2026-03-18 17:02:14,382 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 126, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.91960 seconds
2026-03-18 17:02:15,516 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 127, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 1.13555 seconds
2026-03-18 17:02:16,215 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 128, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.69459 seconds
2026-03-18 17:02:16,775 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 129, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.55842 seconds
2026-03-18 17:02:17,319 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 130, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.54311 seconds
2026-03-18 17:02:17,856 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 131, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.53652 seconds
2026-03-18 17:02:18,459 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 132, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.60264 seconds
2026-03-18 17:02:19,014 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 133, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.55271 seconds
2026-03-18 17:02:19,495 - mealpy.swarm_based.PSO.OriginalPSO - INFO - >>>Problem: P, Epoch: 134, Current best: 0.00174485212343634, Global best: 0.00174485212343634, Runtime: 0.48027 seconds
